link,account,brand,business_unit,date_post,talent_type,is_our_brand,views,engagements,channels,creator type,Visuals__Total Video Duration (Seconds),Visuals__Visual Aesthetic/Style,Visuals__Primary Color Palette,Visuals__Lighting Style,Talent__Main Talent Type,Talent__Number of Key Talent,Talent__Apparent Demographics (Primary),Messaging__Core Message/Overall Takeaway,Messaging__Message Originality/Uniqueness,Messaging__Primary Emotional Appeal,Messaging__Key Product/Service Benefit Highlighted,Messaging__Call to Action (CTA) Type,Meaningful & Different__Social or Cultural Impact Potential,Meaningful & Different__Emotional Depth,Meaningful & Different__Authenticity & Relatability,Hook__Analyzed Duration (Seconds),Hook__Primary Message/Question,Hook__Visual Strategy,Hook__Audio Strategy,Hook__On-Screen Text Presence,Hook__Emotional Tone Evoked,Hook__Pacing/Editing (First 3-5s),Hook__Uniqueness & Effectiveness (Overall),Audio__Primary Audio Composition,Audio__Music Presence,Audio__Music Genre/Style
https://www.tiktok.com/@ellips_haircare/video/7601008653163908372,Dummy Value,Ellips,Beauty Wellbeing,2026-01-30,Macro,False,1050.0,10.0,Tiktok,Brand Say,11.0,"Product-focused, bright, clean","Pink, fuchsia, gold, black, green",Dummy Value,,,Dummy Value,"The video showcases various Ellips hair care products, demonstrating their use and the resulting healthy hair. It promotes a 'Double Date 2.2' special offering discounts and free gifts, with a call to action to join a live session.",Dummy Value,"Confidence, excitement","Hair repair, nourishment, smoothing, strengthening, shine, hair health, convenience (dry shampoo)",JOIN LIVE SEKARANG!,No,Surface,Somewhat staged,5,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Music only,Minimal,Dummy Value
https://www.tiktok.com/@faniabsaa/video/7601148544929549575,Dummy Value,Skintific,Beauty Wellbeing,2026-01-30,Micro,False,962.0,36.0,Tiktok,Other Say,30.0,Tutorial/Demonstration,Warm tones,Dummy Value,Micro KOL,1,Dummy Value,"The video demonstrates how to achieve a quick, natural-looking makeup look in 5 minutes using only day cream, contrasting it with a longer, heavier makeup routine. It highlights the simplicity and efficiency of the product.",Dummy Value,"Convenience, confidence, efficiency, natural beauty","Quick application, natural look, simplified routine",,No,Surface,Authentic,4,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Music only,No,Dummy Value
https://www.tiktok.com/@ceraveindonesia/video/7600988067066957063,Dummy Value,Cerave,Beauty Wellbeing,2026-01-30,Mega,False,6546.0,20.0,Tiktok,Brand Say,6.0,"Clean, product-focused","White, blue, green, grey",Dummy Value,,,Dummy Value,"The video showcases CeraVe's Oil Control Moisturising Gel-Cream, highlighting its benefits for oily skin, including oil control, skin barrier support, 48-hour hydration, shine control, non-comedogenic properties, and being fragrance-free.",Dummy Value,Confidence,"Oil control, hydration, skin barrier, non-comedogenic, fragrance-free",,No,Surface,Authentic,5,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Music only,No,Dummy Value
https://www.tiktok.com/@imploracosmetics/video/7600956882089528583,Dummy Value,Implora,Beauty Wellbeing,2026-01-30,Mega,False,4438.0,15.0,Tiktok,Brand Say,15.0,Clean,"Bright, light blue, white, purple/pink",Dummy Value,Influencer,1,Dummy Value,"The video features a female talent showcasing an Implora Perfect Shield Sunscreen, with on-screen text suggesting it helps balance expenses, implying affordability or good value.",Dummy Value,"Satisfaction, trust","Sun protection, value/affordability",,No,Surface,Somewhat staged,5,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Music only,No,Dummy Value
https://www.tiktok.com/@ellips_haircare/video/7601008653163908372,Dummy Value,Jordan,Personal Care,2026-01-30,Macro,False,1050.0,10.0,Tiktok,Brand Say,11.0,"Product-focused, bright, clean","Pink, fuchsia, gold, black, green",Dummy Value,,,Dummy Value,"The video showcases various Ellips hair care products, demonstrating their use and the resulting healthy hair. It promotes a 'Double Date 2.2' special offering discounts and free gifts, with a call to action to join a live session.",Dummy Value,"Confidence, excitement","Hair repair, nourishment, smoothing, strengthening, shine, hair health, convenience (dry shampoo)",JOIN LIVE SEKARANG!,No,Surface,Somewhat staged,3,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Music only,Minimal,Dummy Value
https://www.tiktok.com/@cynnclara/video/7599208902193974535,Dummy Value,Pantene,Beauty Wellbeing,2026-01-30,Macro,False,179.0,0.0,Tiktok,Other Say,10.0,User-Generated,"Muted browns, white, gold, purple, pink",Dummy Value,,,Dummy Value,"The video promotes buying Pantene shampoo and conditioner as a set, highlighting that it is more affordable when purchased together.",Dummy Value,"Satisfaction, smart buying",Affordability/Value for money (when bought as a set),,No,Surface,Authentic,4,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Music only,No,Dummy Value
https://www.facebook.com/reel/4288330351442697,Dummy Value,Head & Shoulder,Beauty Wellbeing,2026-01-30,Mega,False,303.0,0.0,Facebook,Brand Say,118.0,Vibrant,"Blue, White",Dummy Value,Actor,Multiple,Dummy Value,"The video features a lively game show called 'Garuk Gak Masuk' where teams attempt to score points by throwing balls into a basket worn on a teammate's head, guided by their partners' vocal cues. The game rules playfully penalize participants for scratching their heads, directly linking to Head & Shoulders' benefit of preventing itchy dandruff. The video culminates by highlighting the product's 100% effectiveness against wet dandruff and itchiness, even without daily shampooing.",Dummy Value,"Fun, excitement, confidence (from being itch-free)","100% relief from wet dandruff and protection from itchiness, even on days without shampooing.",Implicit call to purchase by highlighting product benefits at the end.,No,Surface,Somewhat staged,5,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,"Music, sound effects, on-screen talent speaking",Yes,Dummy Value
https://www.facebook.com/reel/1327582509128657,Dummy Value,Pantene,Beauty Wellbeing,2026-01-30,Mega,False,915.0,0.0,Facebook,Brand Say,66.0,"Clean, bright, testimonial","Warm tones (creamy, golden, natural skin)",Dummy Value,Micro KOL,1,Dummy Value,"The video highlights a Pantene hair mask with unique melting Pro-V pearls that help repair 100% of hair damage from root to tip, transforming dry, damaged hair into soft, manageable, and fragrant hair. The creator shares a personal testimonial of their hair journey from 'hopeless' to healthy.",Dummy Value,"Confidence, relief, satisfaction, self-care.","100% hair damage repair from root to tip, smooth, light, easy to manage hair, pleasant aroma, melting Pro-V pearls.",Check out di TOKO OREN now!,No,Moderate,Authentic,5,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Voiceover with music,Minimal,Dummy Value
https://www.tiktok.com/@imploracosmetics/video/7600961462911110407,Dummy Value,Implora,Beauty Wellbeing,2026-01-30,Mega,False,6536.0,28.0,Tiktok,Brand Say,17.0,"Clean, Product-centric","Purple, Pink, Yellow, White",Dummy Value,,,Dummy Value,"The ad addresses a common consumer concern about sunscreen size by introducing a new, larger 20% extra size of their 'Perfect Shield Sunscreen' with SPF 40 PA++++, emphasizing its lightweight feel and no white cast, and announcing its upcoming release.",Dummy Value,"Practicality, Satisfaction","Larger size (20% extra), UV/UVB protection (SPF 40 PA++++), lightweight, no white cast, dermatologically tested.",Implicit call to purchase upon release,No,Surface,Authentic,5,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Music only,Minimal,Dummy Value
https://www.facebook.com/reel/1393002845891952/,Dummy Value,Biore Men,Beauty Wellbeing,2026-01-30,Macro,False,71.0,1.0,Facebook,Brand Say,15.0,Vibrant,"Bright, White, Green",Dummy Value,Actor,,Dummy Value,"The ad promotes Men's Biore 5-in-1, highlighting its versatility as a shampoo, body wash, face wash, scalp wash, and beard wash, all with a masculine bergamot perfume, encouraging men to 'upgrade' their showering experience.",Dummy Value,"Happiness, Confidence, Freshness","5-in-1 versatility (Shampoo, Body Wash, Face Wash, Scalp Wash, Beard Wash) and Masculine Bergamot Perfume","Implied (Upgrade Mandi Lo, Siap Tampil)",No,Surface,Somewhat staged,5,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Music with voiceover,Minimal,Dummy Value
https://www.tiktok.com/@suhailahlbs/video/7601162425764695304,Dummy Value,Pwb,Beauty Wellbeing,2026-01-30,Nano,True,118.0,6.0,Tiktok,Other Say,14.0,User-Generated,"Natural tones, light blue, olive green",Dummy Value,Micro KOL,1,Dummy Value,The video demonstrates how a gel moisturizer helps makeup adhere better and makes the skin smoother for application. The on-screen text explicitly advises viewers not to skip this product to ensure makeup stays on.,Dummy Value,Confidence,"Makeup adhesion, smoother skin",,No,Surface,Authentic,4,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Music only,Minimal,Dummy Value
https://www.tiktok.com/@yundacintani/video/7601013813843922197,Dummy Value,Skintific,Beauty Wellbeing,2026-01-30,Macro,False,10600.0,359.0,Tiktok,Other Say,14.0,"Casual, Outdoorsy","Natural light, urban browns and greys, warm skin tones",Dummy Value,Micro KOL,2,Dummy Value,"A young man points out a beautiful woman who is applying a lip product, implying the product enhances her beauty and confidence.",Dummy Value,"Happiness, confidence, admiration","Enhances beauty, boosts confidence",,No,Surface,Somewhat staged,3,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Music only,Minimal,Dummy Value
https://www.facebook.com/reel/1479807280246398,Dummy Value,Head & Shoulder,Beauty Wellbeing,2026-01-30,Mega,False,682.0,2.0,Facebook,Brand Say,132.0,"Vibrant, energetic, game show-like","Blue, white, with bright lighting accents",Dummy Value,"Actor, Participants (KOLs/Influencers)",6-10,Dummy Value,"The video features a lively game show called 'Scalpvengers' where participants engage in challenges, highlighting how Head & Shoulders shampoo provides 100% freedom from wet dandruff and protection from itchiness, even on days without shampooing, to keep participants confident and 'dandruff-free'.",Dummy Value,"Fun, confidence, relief","100% freedom from wet dandruff and protection from itchiness, even on days without shampooing.",,No,Moderate,Somewhat staged,5,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Voiceover with music and sound effects,Yes,Dummy Value
https://www.tiktok.com/@lenilmarlina/video/7601021977960189191,Dummy Value,L'oreal,Beauty Wellbeing,2026-01-30,Micro,False,223.0,6.0,Tiktok,Other Say,12.0,Product demonstration,"Green, white, pink",Dummy Value,,,Dummy Value,"The video demonstrates a Matrix multi hair oil/serum, highlighting its suitability for dry, dull, and unruly hair, its ingredients (avocado oil and hyaluronic acid), and its benefits of 72-hour moisture lock, natural shine, and a lightweight, non-sticky formula that can be applied to wet or dry hair.",Dummy Value,"Desire for healthy, shiny, and manageable hair","Hydration, shine, manageability, non-sticky formula",,No,Surface,Somewhat staged,4,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Music only,No,Dummy Value
https://www.facebook.com/reel/25632086363127092,Dummy Value,Makarizo,Beauty Wellbeing,2026-01-30,Macro,False,213.0,0.0,Facebook,Other Say,20.0,"Informative, direct address","Natural tones, greens, bright product colors",Dummy Value,Actor,1,Dummy Value,"The video presents different scents of Makarizo Hair Energy Scentsations hair fragrances, suggesting specific variants based on preferred fragrance notes like jasmine, bergamot, baby powder, or a refreshing ocean/green tea blend.",Dummy Value,"Freshness, personal preference, comfort",Variety of pleasant and specific hair fragrances,Comment your favorite variant,No,Surface,Somewhat staged,5,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Voiceover with music,Minimal,Dummy Value
https://www.tiktok.com/@suhailahlbs/video/7601153662156705042,Dummy Value,Pwb,Beauty Wellbeing,2026-01-30,Nano,True,115.0,8.0,Tiktok,Other Say,14.0,"Informative, User-Generated","Neutral tones, light blue product",Dummy Value,Micro KOL,1,Dummy Value,"The video features a woman asking a question about applying morning moisturizer before sunscreen and demonstrating a Pond's moisturizer, highlighting its quick absorption and non-interference with other skincare layers.",Dummy Value,"Convenience, Trust","Quick absorption, compatible with layered skincare",,No,Surface,Authentic,4,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Music only,No,Dummy Value
https://www.tiktok.com/@rarasaintia0/video/7600943098302106901,Dummy Value,Gal,Beauty Wellbeing,2026-01-30,Nano,True,134.0,6.0,Tiktok,Other Say,21.0,Influencer/Self-recorded,Warm tones,Dummy Value,Micro KOL,1,Dummy Value,"The video features a user expressing gratitude for Glow & Lovely UV Duo Sunscreen, highlighting its protective qualities against UVA/UVB rays, and its ability to brighten skin due to ingredients like Niacinamide and Vitamin C. It emphasizes the product's lightweight, non-sticky, and no-whitecast texture.",Dummy Value,"Confidence, self-care, beauty","UV protection (SPF 50 PA+++), skin brightening, lightweight texture, no stickiness, no white cast.",Try it now (implied shopping action),No,Surface,Somewhat staged,4,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,On-screen talent speaking with music,No,Dummy Value
https://www.tiktok.com/@almollyyy/video/7601089839114521863,Dummy Value,Lab On Hair,Beauty Wellbeing,2026-01-30,Macro,False,33400.0,4894.0,Tiktok,Other Say,19.0,Personal testimonial,"Natural tones, dark hair, casual settings",Dummy Value,Micro KOL,1,Dummy Value,"The video features a woman addressing the compliment about her naturally good hair by revealing her 'secret': consistent use of Lab on Hair ampoules. She highlights the product's benefits for hair growth and health, encouraging viewers to try it themselves.",Dummy Value,"Confidence, aspiration (for healthy hair), problem/solution","Hair growth, healthy hair, non-greasy, fast absorption, clinically tested for results in 14 days.","Prove it yourselves, guys (Buktiin sendiri ya guys)",No,Moderate,Authentic,4,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Music only,No,Dummy Value
https://www.tiktok.com/@imploracosmetics/video/7600988267600809223,Dummy Value,Implora,Beauty Wellbeing,2026-01-30,Mega,False,3347.0,19.0,Tiktok,Brand Say,32.0,UGC-like,"Red, blue, white, purple",Dummy Value,Actor,1,Dummy Value,"A student reapplies Implora Perfect Shield Sunscreen (mini size) on her face and hands while commuting home after classes, highlighting its convenience and the glowing effect it provides.",Dummy Value,"Convenience, satisfaction, beauty","Convenience (mini size), sun protection, glowing skin","Yes, Don't forget to buy Implora Perfect Shield Sunscreen in mini size!",No,Surface,Somewhat staged,4,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Music only,No,Dummy Value
https://www.tiktok.com/@valeentcya/video/7601136139893804308,Dummy Value,Vaseline,Beauty Wellbeing,2026-01-30,Macro,True,12500.0,239.0,Tiktok,Other Say,61.0,"Bright, clean, product-focused","White, green, natural skin tones",Dummy Value,Micro KOL,1,Dummy Value,"The video advocates for using Vaseline Healthy Bright Gluta-Hya Smoothing Perfector lotion instead of potentially unsafe DIY concoctions, emphasizing its safety, clinical testing, and all-in-one benefits for brighter, smoother, and hydrated skin, especially in common problem areas.",Dummy Value,"Confidence, satisfaction, improved self-image, convenience","Brighter, smoother, hydrated skin; exfoliates and tackles chicken skin/rough texture; safe, clinically tested, and halal.","Check out in online store (orange app), mentions discount and voucher",No,Surface,Authentic,5,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Voiceover with music,Minimal,Dummy Value
https://www.tiktok.com/@anggitadella.d/video/7601147076478717192,Dummy Value,Wardah,Beauty Wellbeing,2026-01-30,Nano,False,391.0,34.0,Tiktok,Other Say,15.0,"Informative, social media","Pastel tones, natural skin tones",Dummy Value,Micro KOL,1,Dummy Value,"Wardah introduces a new tinted sunscreen with UV and blue light protection, featuring a light texture, sheer glow finish, no white cast, and easy blending.",Dummy Value,"Practicality, effectiveness","UV Protection, Blue light protection, light texture, sheer glow finish, no white cast, easy to blend.",,No,Surface,Authentic,4,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Music only,No,Dummy Value
https://www.facebook.com/reel/1187946349995602,Dummy Value,Tresemme,Beauty Wellbeing,2026-01-30,Mega,True,135.0,1.0,Facebook,Brand Say,14.0,"Clean, Professional, Beauty-focused","Red, gold, black, natural skin tones, dark hair, brown/neutral tones",Dummy Value,Actor,,Dummy Value,"The video showcases TRESemmé Keratin Smooth products, including a treatment mask and serum, highlighting their ability to smooth, shine, protect hair from heat damage, and enable fearless styling without damage.",Dummy Value,"Confidence, self-assurance, freedom to style","Smoothness, shine, heat protection, damage prevention, styling resilience",,No,Surface,Somewhat staged,3,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Music only,Minimal,Dummy Value
https://www.tiktok.com/@suhailahlbs/video/7601136701557198098,Dummy Value,Pwb,Beauty Wellbeing,2026-01-30,Nano,True,88.0,5.0,Tiktok,Other Say,15.0,Direct,Natural tones,Dummy Value,Micro KOL,1,Dummy Value,"The video demonstrates the texture and application of a clear gel product, highlighting its ease of spreading and refreshing effect on the skin.",Dummy Value,"Freshness, Simplicity","Easy to spread, refreshing effect",,No,Surface,Authentic,4,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Music only,Minimal,Dummy Value
https://www.tiktok.com/@barbieeeeeez/video/7601131306323414292,Dummy Value,Vaseline,Beauty Wellbeing,2026-01-30,Macro,True,23100.0,3161.0,Tiktok,Other Say,47.0,"Bright, clean, product-focused","Pastel, pink, green, white",Dummy Value,Micro KOL,1,Dummy Value,"The ad advises against mixing exfoliating serums with lotion and instead promotes Vaseline Healthy Bright Gluta-Hya Serum Burst Lotion as an all-in-one solution for brightening, exfoliating, and hydrating skin, emphasizing its powerful ingredients for a radiant glow.",Dummy Value,"Confidence, desire for glowing/healthy skin","Skin brightening, exfoliation, hydration, all-in-one convenience, powerful ingredients (70x more powerful than vitamin C)",Implied call to purchase ('get yours and thank me later!'),No,Surface,Somewhat staged,5,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Voiceover with music,Minimal,Dummy Value
https://www.tiktok.com/@kelayahairtreatment/video/7600675092133170440,Dummy Value,Kelaya,Beauty Wellbeing,2026-01-30,Mega,False,2266.0,7.0,Tiktok,Other Say,7.0,"Product-focused, clean","Green, black, white",Dummy Value,,,Dummy Value,"The video promotes Kelaya Gentle Hair Essence Shampoo as a solution for sensitive scalps, highlighting that it is Non-SLS.",Dummy Value,"Relief, trust","Suitable for sensitive scalp, Non-SLS formula",,No,Surface,Somewhat staged,4,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Music only,No,Dummy Value
https://www.tiktok.com/@azarinecosmetic/video/7600978869176274197,Dummy Value,Azarine,Beauty Wellbeing,2026-01-30,Mega,False,57500.0,47.0,Tiktok,Other Say,33.0,"Informative, Promotional","Pastel, Bright",Dummy Value,Influencer/KOL,1,Dummy Value,"The video promotes Azarine Ceraspray Sunscreen and Body Guard Sunscreen, highlighting a special 2.2 sale that offers significant discounts on multiple units, urging viewers to take advantage of the limited-time promotion by checking out the live TikTok stream.",Dummy Value,"Excitement, Urgency (fear of missing out), Smart shopping","Discounted price, value for money, sun protection","Join live TikTok Azarine, check out now",No,Surface,Somewhat staged,5,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Voiceover with music and sound effects,Yes,Dummy Value
https://www.tiktok.com/@sofyfaith_/video/7601012398861946132,Dummy Value,Wardah,Beauty Wellbeing,2026-01-30,Nano,False,98.0,3.0,Tiktok,Other Say,13.0,Product-focused,"White, Pink, Yellow, Blue",Dummy Value,,,Dummy Value,"The video highlights two Wardah 'bright now' facial foams, one with Glutathione Bio-Enzyme for a smooth glow and another with Vitamin C Mugwort Clay for oil control, offering solutions for rough, dull, and uneven skin.",Dummy Value,"Problem/Solution, Desire for enhanced skin appearance","Smooth glow, oil control, brighter skin, freshness, antioxidant properties.",,No,Surface,Somewhat staged,5,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Music only,Yes,Dummy Value
https://www.tiktok.com/@suhailahlbs/video/7601115761658072327,Dummy Value,Pwb,Beauty Wellbeing,2026-01-30,Nano,True,120.0,6.0,Tiktok,Other Say,16.0,Casual,"Earthy tones, warm background, light blue product",Dummy Value,Micro KOL,1,Dummy Value,"The video highlights Pond's Hydra Miracle Gel as the perfect moisturizer, addressing the common issue of using too much or too little product, suggesting it provides just the right balance.",Dummy Value,"Relief, satisfaction","Optimal hydration balance, not too much or too little.",,No,Surface,Authentic,4,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Music only,No,Dummy Value
https://www.tiktok.com/@dessy.jlta/video/7600989516983225618,Dummy Value,Ellips,Beauty Wellbeing,2026-01-30,Micro,False,5109.0,392.0,Tiktok,Other Say,53.0,Instructional,"Bright, Natural lighting",Dummy Value,KOL,1,Dummy Value,"The video demonstrates how to achieve a voluminous hair blow-out using Ellips Hair Serum, highlighting its protective and shine-enhancing benefits, and showcasing the before and after results.",Dummy Value,"Confidence, Beauty, Self-care","Heat protection, Shine, Prevents dryness, Voluminous hair",,No,Surface,Authentic,4,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Voiceover with music,Minimal,Dummy Value
https://www.tiktok.com/@lilscott_x/video/7601196893560982802,Dummy Value,Lab On Hair,Beauty Wellbeing,2026-01-30,Micro,False,2287.0,331.0,Tiktok,Other Say,21.0,Informative,Natural tones,Dummy Value,Micro KOL,1,Dummy Value,"The video demonstrates the effectiveness of a hair growth oil by showing a before-and-after transformation of hair thinning, suggesting that not all hair growth solutions require minoxidil.",Dummy Value,"Confidence, Self-esteem","Hair growth, Reduced hair thinning, Alternative to minoxidil",,No,Moderate,Authentic,4,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Music only,No,Dummy Value
https://www.tiktok.com/@regiitenk/video/7601043788903091464,Dummy Value,Wardah,Beauty Wellbeing,2026-01-30,Macro,False,886.0,62.0,Tiktok,Other Say,41.6,Informative,"Soft, light tones (pink, white, cream)",Dummy Value,Micro KOL,1,Dummy Value,"The video promotes a gentle retinol moisturizer for acne-prone skin, emphasizing that it doesn't cause irritation. It highlights key ingredients and provides clear usage instructions, encouraging new retinol users to choose a gentle formula.",Dummy Value,"Confidence, Comfort, Trust","Gentle retinol formula, no irritation, fast absorption, non-sticky, fragrance-free, suitable for acne-prone skin, helps brighten skin.",,No,Surface,Authentic,5,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Voiceover with music,No,Dummy Value
https://www.tiktok.com/@headandshouldersid/video/7601158205674097938,Dummy Value,Head & Shoulder,Beauty Wellbeing,2026-01-30,Macro,False,2567.0,15.0,Tiktok,Brand Say,18.0,"Promotional, E-commerce","White, Blue, Green, Purple, Pink",Dummy Value,Actor,1,Dummy Value,"The advertisement promotes Head & Shoulders shampoo, emphasizing its effectiveness against dandruff and highlighting various 2.2 sale promotions, bundles, special gifts, and vouchers available via their live stream.",Dummy Value,"Fear of embarrassment, excitement, self-improvement.","Dandruff control, itch relief, fresh sensation, soft hair.","Grab H&S in the yellow cart, don't miss out on promos, click profile to claim discounts.",No,Surface,Somewhat staged,4,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Music only,Yes,Dummy Value
https://www.facebook.com/reel/868599912745500/,Dummy Value,Tresemme,Beauty Wellbeing,2026-01-30,Mega,True,157.0,10.0,Facebook,Brand Say,32.0,Vlog/Testimonial,Warm tones,Dummy Value,Micro KOL,1,Dummy Value,"A woman shares her essential items for a Pilates class, focusing on her TRESemmé Keratin Smooth Serum as a must-have hair care product for smooth, frizz-free, and shiny hair, also highlighting its heat protection benefits.",Dummy Value,"Confidence, beauty, self-care","Smooth, frizz-free, shiny hair, heat protection",get your TRESemmé Keratin Smooth Serum!,No,Surface,Authentic,4,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Voiceover with music,Minimal,Dummy Value
https://www.tiktok.com/@suhailahlbs/video/7601153567747001618,Dummy Value,Pwb,Beauty Wellbeing,2026-01-30,Nano,True,82.0,7.0,Tiktok,Other Say,15.0,Casual,"Earthy tones, light blue, warm background",Dummy Value,Micro KOL,1,Dummy Value,"The video features a woman showcasing Pond's Hydra Miracle Bio Gel as her favorite gel moisturizer, highlighting its lightweight and hydrating properties for daily skincare.",Dummy Value,"Trust, Satisfaction","Lightweight, hydrating, comfortable for daily skincare",,No,Surface,Authentic,5,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Music only,Minimal,Dummy Value
https://www.tiktok.com/@ajengkrwr/video/7600989143086140693,Dummy Value,Pwb,Beauty Wellbeing,2026-01-30,Micro,True,103.0,9.0,Tiktok,Other Say,22.0,"Clean, demonstrative","Blue, white, natural skin tones",Dummy Value,User/Influencer,1,Dummy Value,"The video demonstrates the Pond's Ultra Light Biome Gel Gentle Cleanser, showcasing its gentle cleansing action for clean, soft, and comfortable skin.",Dummy Value,"Satisfaction, self-care, confidence","Gentle cleansing, clean skin, soft skin, everyday comfort",,No,Surface,Authentic,5,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Music only,No,Dummy Value
https://www.tiktok.com/@headandshouldersid/video/7601135862927117575,Dummy Value,Head & Shoulder,Beauty Wellbeing,2026-01-30,Macro,False,1087.0,18.0,Tiktok,Brand Say,27.0,"Vibrant, Energetic, Game show","Blue, White, Black",Dummy Value,Actors,,Dummy Value,"The video presents a game show called 'SCALPVENGERS' by Head & Shoulders, where contestants participate in a basketball challenge to highlight the product's benefit of providing 100% dandruff-free hair and itch protection, even without daily washing.",Dummy Value,"Confidence, achievement, fun, relief","100% dandruff-free (wet dandruff) and protection from itchiness, even on non-wash days.",,No,Surface,Somewhat staged,5,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Voiceover with music and sound effects,Yes,Dummy Value
https://www.tiktok.com/@suhailahlbs/video/7601108934090411282,Dummy Value,Pwb,Beauty Wellbeing,2026-01-30,Nano,True,84.0,6.0,Tiktok,Other Say,15.0,"Casual, product-focused","Warm tones (light pink/beige), olive green, light blue, white",Dummy Value,Micro KOL,1,Dummy Value,The video highlights Pond's Miracle Bio Hydrating Gel as a lightweight moisturizer that is quickly absorbed and provides deep hydration for the skin.,Dummy Value,"Trust, convenience, satisfaction","Light texture, quick absorption, deep hydration",Implicit 'Cobain!' (Try it!),No,Surface,Authentic,4,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Voiceover with music,Minimal,Dummy Value
https://www.tiktok.com/@headandshouldersid/video/7601106523330219282,Dummy Value,Head & Shoulder,Beauty Wellbeing,2026-01-30,Macro,False,1579.0,7.0,Tiktok,Brand Say,14.0,Energetic,"Blue, White, Green, Brown",Dummy Value,Actor,2,Dummy Value,"The ad promotes Head & Shoulders shampoo, emphasizing new larger sizes and special livestream-exclusive offers including discounts, bundle deals, free gifts (gold, vouchers), and free shipping. It highlights dandruff control and hair benefits while urging immediate purchase.",Dummy Value,"Value, Smart shopping","Dandruff control, larger product size, hair smoothness, value for money through promotions.","Yes, 'CO SEBELUM MAHAL!' (Check out before it's expensive!), 'BANYAK PROMO!! KHUSUS LIVESTREAM ONLY' (Lots of promos!! Exclusive to Livestream Only).",No,Surface,Somewhat staged,3,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Music with voiceover,Minimal,Dummy Value
