link,account,brand,business_unit,date_post,talent_type,is_our_brand,views,duration_sec,face_present,face_emotion,text_overlay_count,scene_cut_estimate,speech_ratio,voice_sentiment,topic,format,tone,hook_present,hook_duration_sec,hook_type,word_density_wps
https://tiktok.com/v149,sunsilk_official,Sunsilk,Beauty and Wellbeing,2024-05-26,Mikro,True,558634,13,1,sad,2,19,0.8,energetic,haircare,aesthetic,serious,True,1.0,question,2.5
https://tiktok.com/v150,wipol_official,Wipol,Home Care,2024-01-18,Mega,True,510640,23,3,angry,0,17,0.75,excited,laundry tips,reaction,inspirational,True,1.0,shocking statement,1.66
https://tiktok.com/v151,wardah_official,Wardah,Beauty and Wellbeing,2024-06-03,Mega,False,405768,44,1,surprised,3,14,0.28,serious,fragrance,talking head,serious,False,,,
https://tiktok.com/v152,tresemmé_official,TRESemmé,Beauty and Wellbeing,2024-06-06,Makro,True,64439,39,2,surprised,10,9,0.6,excited,wellness,vlog,inspirational,True,1.0,relatable statement,1.61
https://tiktok.com/v153,super_pell_official,Super Pell,Home Care,2024-04-17,Mega,True,1138038,45,1,surprised,2,13,0.18,neutral,dishwashing,before after,funny,False,,,
https://tiktok.com/v154,so_klin_official,So Klin,Home Care,2024-04-29,Mega,False,1244253,7,1,sad,10,12,0.87,neutral,disinfecting,talking head,funny,True,4.0,curiosity gap,2.1
https://tiktok.com/v155,pond's_official,Pond's,Beauty and Wellbeing,2024-05-14,Mega,True,159918,6,2,sad,0,7,0.93,serious,makeup,talking head,inspirational,True,4.0,question,3.76
https://tiktok.com/v156,downy_official,Downy,Home Care,2024-04-11,Makro,False,452413,47,2,sad,9,12,0.2,calm,laundry tips,tutorial,serious,False,,,
https://tiktok.com/v157,mama_lemon_official,Mama Lemon,Home Care,2024-03-18,Nano,False,8982112,22,3,angry,6,8,0.22,neutral,cleaning hacks,before after,serious,True,2.0,visual hook,
https://tiktok.com/v158,sunlight_official,Sunlight,Home Care,2024-01-07,Nano,True,500575,52,1,sad,10,19,0.45,excited,cleaning hacks,aesthetic,funny,True,2.0,curiosity gap,
https://tiktok.com/v159,sunsilk_official,Sunsilk,Beauty and Wellbeing,2024-02-22,Nano,True,6369401,33,2,happy,4,9,0.75,excited,skincare,talking head,funny,True,1.0,question,3.41
https://tiktok.com/v160,vanish_official,Vanish,Home Care,2024-06-24,Mega,False,327866,44,1,surprised,9,3,0.82,calm,home fragrance,vlog,dramatic,True,3.0,relatable statement,1.66
https://tiktok.com/v161,mama_lemon_official,Mama Lemon,Home Care,2024-07-01,Nano,False,272007,32,0,,10,10,0.9,excited,cleaning hacks,before after,serious,True,2.0,relatable statement,1.62
https://tiktok.com/v162,downy_official,Downy,Home Care,2024-05-23,Nano,False,3132818,56,1,happy,1,12,0.04,,home fragrance,storytelling,dramatic,True,2.0,question,
https://tiktok.com/v163,dove_official,Dove,Beauty and Wellbeing,2024-07-17,Nano,True,467785,11,1,neutral,3,6,0.12,neutral,skincare,before after,serious,True,3.0,visual hook,
https://tiktok.com/v164,dove_official,Dove,Beauty and Wellbeing,2024-04-27,Nano,True,45377,8,2,sad,7,9,0.74,calm,haircare,reaction,calm,True,2.0,curiosity gap,2.44
https://tiktok.com/v165,mama_lemon_official,Mama Lemon,Home Care,2024-05-18,Mega,False,196423,11,2,surprised,7,15,0.93,serious,home fragrance,aesthetic,inspirational,False,,,3.16
https://tiktok.com/v166,so_klin_official,So Klin,Home Care,2024-02-29,Mega,False,229562,53,1,angry,5,4,0.82,energetic,home fragrance,tutorial,calm,True,3.0,relatable statement,2.88
https://tiktok.com/v167,wardah_official,Wardah,Beauty and Wellbeing,2024-03-15,Mikro,False,669482,23,1,angry,7,20,0.15,energetic,fragrance,talking head,inspirational,False,,,
https://tiktok.com/v168,vaseline_official,Vaseline,Beauty and Wellbeing,2024-05-08,Makro,True,309176,21,1,surprised,8,4,0.37,neutral,wellness,vlog,funny,True,5.0,curiosity gap,
https://tiktok.com/v169,pond's_official,Pond's,Beauty and Wellbeing,2024-01-28,Mikro,True,204888,55,0,,4,16,0.58,calm,makeup,aesthetic,dramatic,True,5.0,shocking statement,3.1
https://tiktok.com/v170,sunlight_official,Sunlight,Home Care,2024-02-28,Nano,True,253874,36,1,neutral,6,8,0.48,excited,home fragrance,before after,serious,True,3.0,question,
https://tiktok.com/v171,rinso_official,Rinso,Home Care,2024-06-21,Nano,True,100468,54,1,neutral,2,11,1.0,neutral,disinfecting,talking head,emotional,False,,,2.51
https://tiktok.com/v172,tresemmé_official,TRESemmé,Beauty and Wellbeing,2024-05-27,Mega,True,486197,29,1,happy,10,19,0.85,excited,skincare,talking head,inspirational,True,4.0,question,2.34
https://tiktok.com/v173,super_pell_official,Super Pell,Home Care,2024-05-23,Makro,True,526260,10,1,sad,10,11,0.61,neutral,cleaning hacks,reaction,dramatic,True,4.0,shocking statement,3.91
https://tiktok.com/v174,dove_official,Dove,Beauty and Wellbeing,2024-01-18,Mikro,True,609913,53,2,surprised,4,3,0.49,calm,skincare,reaction,funny,True,5.0,shocking statement,
https://tiktok.com/v175,wipol_official,Wipol,Home Care,2024-03-29,Nano,True,537745,37,1,sad,0,16,0.28,calm,laundry tips,storytelling,inspirational,True,2.0,curiosity gap,
https://tiktok.com/v176,pond's_official,Pond's,Beauty and Wellbeing,2024-03-25,Mikro,True,235635,59,2,sad,2,16,0.11,energetic,makeup,tutorial,funny,False,,,
https://tiktok.com/v177,sunlight_official,Sunlight,Home Care,2024-02-24,Nano,True,637317,47,3,sad,9,6,0.1,,home fragrance,before after,emotional,True,1.0,shocking statement,
https://tiktok.com/v178,downy_official,Downy,Home Care,2024-04-13,Nano,False,232514,60,1,angry,6,16,0.3,excited,cleaning hacks,aesthetic,emotional,True,5.0,curiosity gap,
https://tiktok.com/v179,super_pell_official,Super Pell,Home Care,2024-02-24,Nano,True,670988,47,2,happy,2,2,0.99,calm,home fragrance,aesthetic,calm,True,4.0,question,2.29
https://tiktok.com/v180,vaseline_official,Vaseline,Beauty and Wellbeing,2024-03-28,Makro,True,907810,40,1,sad,6,8,0.05,,makeup,vlog,dramatic,False,,,
https://tiktok.com/v181,super_pell_official,Super Pell,Home Care,2024-03-26,Makro,True,276398,50,1,sad,8,11,0.16,energetic,home fragrance,talking head,dramatic,True,5.0,visual hook,
https://tiktok.com/v182,make_over_official,Make Over,Beauty and Wellbeing,2024-03-17,Makro,False,155813,25,1,surprised,9,16,0.49,neutral,wellness,tutorial,funny,True,4.0,visual hook,
https://tiktok.com/v183,so_klin_official,So Klin,Home Care,2024-04-14,Mikro,False,739403,53,1,sad,2,15,0.69,neutral,cleaning hacks,vlog,emotional,True,2.0,curiosity gap,3.59
https://tiktok.com/v184,vaseline_official,Vaseline,Beauty and Wellbeing,2024-05-09,Nano,True,424425,43,2,happy,0,13,0.03,,makeup,tutorial,emotional,True,4.0,curiosity gap,
https://tiktok.com/v185,vaseline_official,Vaseline,Beauty and Wellbeing,2024-05-31,Mega,True,399329,46,1,angry,0,18,0.75,energetic,fragrance,before after,emotional,False,,,2.18
https://tiktok.com/v186,sunsilk_official,Sunsilk,Beauty and Wellbeing,2024-02-29,Nano,True,608894,25,0,,8,11,0.05,,skincare,vlog,emotional,True,3.0,question,
https://tiktok.com/v187,lux_official,Lux,Beauty and Wellbeing,2024-04-03,Nano,True,571997,5,2,surprised,2,4,0.27,excited,haircare,aesthetic,calm,True,1.0,question,
https://tiktok.com/v188,molto_official,Molto,Home Care,2024-02-22,Mikro,True,154450,53,1,sad,7,6,0.24,serious,disinfecting,aesthetic,calm,True,2.0,question,
https://tiktok.com/v189,sunsilk_official,Sunsilk,Beauty and Wellbeing,2024-03-08,Makro,True,71063,12,1,angry,9,20,0.4,calm,haircare,reaction,funny,False,,,
https://tiktok.com/v190,scarlett_official,Scarlett,Beauty and Wellbeing,2024-04-27,Nano,False,70842,55,1,angry,3,3,0.02,,makeup,reaction,dramatic,True,5.0,shocking statement,
https://tiktok.com/v191,pond's_official,Pond's,Beauty and Wellbeing,2024-06-16,Mikro,True,423530,56,0,,1,19,0.75,energetic,haircare,before after,inspirational,True,2.0,shocking statement,1.77
https://tiktok.com/v192,pantene_official,Pantene,Beauty and Wellbeing,2024-03-18,Makro,False,379291,12,1,happy,0,20,0.85,neutral,fragrance,aesthetic,inspirational,True,4.0,curiosity gap,3.3
https://tiktok.com/v193,mama_lemon_official,Mama Lemon,Home Care,2024-03-07,Mikro,False,132191,26,1,happy,9,6,0.53,excited,dishwashing,talking head,dramatic,True,4.0,relatable statement,3.91
https://tiktok.com/v194,sunsilk_official,Sunsilk,Beauty and Wellbeing,2024-07-05,Mega,True,422451,6,1,neutral,6,4,0.59,neutral,wellness,reaction,dramatic,False,,,3.06
https://tiktok.com/v195,attack_official,Attack,Home Care,2024-04-08,Nano,False,948643,10,0,,8,20,0.62,neutral,laundry tips,tutorial,calm,True,2.0,visual hook,3.59
https://tiktok.com/v196,sunlight_official,Sunlight,Home Care,2024-05-15,Mikro,True,165948,36,1,sad,9,12,0.89,excited,dishwashing,talking head,inspirational,False,,,3.97
https://tiktok.com/v197,vanish_official,Vanish,Home Care,2024-04-02,Mega,False,1770893,29,2,surprised,4,3,0.2,energetic,disinfecting,vlog,calm,True,4.0,shocking statement,
https://tiktok.com/v198,vaseline_official,Vaseline,Beauty and Wellbeing,2024-07-13,Mikro,True,85559,22,3,happy,4,10,0.62,serious,makeup,vlog,emotional,True,4.0,curiosity gap,3.89
https://tiktok.com/v199,dove_official,Dove,Beauty and Wellbeing,2024-01-15,Mikro,True,37163,15,0,,3,6,0.54,calm,skincare,aesthetic,emotional,True,3.0,curiosity gap,1.51
https://tiktok.com/v200,dove_official,Dove,Beauty and Wellbeing,2024-05-31,Makro,True,568731,15,1,happy,8,17,0.63,energetic,makeup,reaction,funny,True,3.0,curiosity gap,2.02
https://tiktok.com/v201,wipol_official,Wipol,Home Care,2024-02-21,Nano,True,249901,17,0,,8,5,0.05,,disinfecting,tutorial,dramatic,True,4.0,question,
https://tiktok.com/v202,pond's_official,Pond's,Beauty and Wellbeing,2024-06-11,Makro,True,228879,45,1,surprised,6,19,0.8,calm,wellness,storytelling,funny,True,2.0,question,2.97
https://tiktok.com/v203,vaseline_official,Vaseline,Beauty and Wellbeing,2024-03-21,Mikro,True,1736180,58,2,sad,7,4,0.42,calm,skincare,tutorial,inspirational,True,4.0,relatable statement,
https://tiktok.com/v204,molto_official,Molto,Home Care,2024-06-02,Nano,True,122983,40,0,,10,20,0.17,neutral,laundry tips,vlog,emotional,True,3.0,question,
https://tiktok.com/v205,pond's_official,Pond's,Beauty and Wellbeing,2024-05-14,Mikro,True,108831,44,1,happy,2,7,0.28,neutral,wellness,talking head,dramatic,False,,,
https://tiktok.com/v206,dove_official,Dove,Beauty and Wellbeing,2024-02-16,Mega,True,86472,20,2,happy,3,11,0.94,serious,fragrance,storytelling,emotional,True,2.0,visual hook,1.85
https://tiktok.com/v207,so_klin_official,So Klin,Home Care,2024-01-10,Nano,False,353304,6,0,,3,3,0.22,serious,cleaning hacks,vlog,serious,True,3.0,visual hook,
https://tiktok.com/v208,so_klin_official,So Klin,Home Care,2024-07-17,Mega,False,446784,14,3,sad,6,20,0.98,energetic,cleaning hacks,tutorial,dramatic,True,3.0,relatable statement,2.74
https://tiktok.com/v209,mama_lemon_official,Mama Lemon,Home Care,2024-04-03,Makro,False,2145045,57,0,,2,19,0.45,excited,laundry tips,reaction,funny,True,2.0,curiosity gap,
https://tiktok.com/v210,wipol_official,Wipol,Home Care,2024-05-02,Mikro,True,407188,30,2,angry,0,11,0.37,calm,laundry tips,vlog,inspirational,True,5.0,curiosity gap,
https://tiktok.com/v211,vanish_official,Vanish,Home Care,2024-05-18,Nano,False,146268,18,3,surprised,10,9,0.07,,disinfecting,vlog,inspirational,True,1.0,relatable statement,
https://tiktok.com/v212,attack_official,Attack,Home Care,2024-06-04,Nano,False,276390,9,1,happy,8,14,0.89,energetic,disinfecting,aesthetic,dramatic,False,,,2.11
https://tiktok.com/v213,dove_official,Dove,Beauty and Wellbeing,2024-01-29,Nano,True,795290,35,0,,4,17,0.73,serious,wellness,vlog,serious,True,5.0,curiosity gap,2.19
https://tiktok.com/v214,super_pell_official,Super Pell,Home Care,2024-03-25,Mega,True,1208484,52,0,,4,10,0.96,serious,disinfecting,talking head,calm,True,4.0,relatable statement,1.72
https://tiktok.com/v215,molto_official,Molto,Home Care,2024-01-31,Mega,True,783149,46,0,,2,5,0.65,neutral,cleaning hacks,tutorial,calm,True,4.0,visual hook,1.75
https://tiktok.com/v216,sunsilk_official,Sunsilk,Beauty and Wellbeing,2024-05-10,Makro,True,115646,8,3,angry,9,15,0.92,serious,haircare,tutorial,inspirational,True,3.0,shocking statement,3.74
https://tiktok.com/v217,sunlight_official,Sunlight,Home Care,2024-07-08,Mikro,True,285462,43,2,neutral,6,20,0.47,serious,laundry tips,storytelling,serious,False,,,
https://tiktok.com/v218,sunsilk_official,Sunsilk,Beauty and Wellbeing,2024-05-25,Makro,True,230084,28,1,angry,8,20,0.4,energetic,skincare,vlog,dramatic,True,1.0,shocking statement,
https://tiktok.com/v219,vaseline_official,Vaseline,Beauty and Wellbeing,2024-01-24,Mikro,True,427764,37,1,surprised,4,10,0.35,excited,haircare,before after,funny,False,,,
https://tiktok.com/v220,rinso_official,Rinso,Home Care,2024-01-22,Mikro,True,226998,56,1,angry,2,4,0.89,energetic,disinfecting,tutorial,calm,True,4.0,visual hook,1.86
https://tiktok.com/v221,pond's_official,Pond's,Beauty and Wellbeing,2024-02-20,Nano,True,185828,19,3,surprised,6,5,0.6,energetic,haircare,talking head,inspirational,False,,,1.93
https://tiktok.com/v222,wipol_official,Wipol,Home Care,2024-05-17,Mega,True,776804,26,1,happy,5,12,0.88,neutral,dishwashing,before after,serious,True,5.0,shocking statement,2.72
https://tiktok.com/v223,vanish_official,Vanish,Home Care,2024-03-09,Nano,False,529130,60,0,,4,17,0.69,energetic,laundry tips,tutorial,inspirational,True,4.0,curiosity gap,2.25
https://tiktok.com/v224,make_over_official,Make Over,Beauty and Wellbeing,2024-05-17,Nano,False,548751,30,0,,10,13,0.86,energetic,haircare,before after,emotional,False,,,1.62
https://tiktok.com/v225,lux_official,Lux,Beauty and Wellbeing,2024-04-03,Nano,True,106075,41,1,happy,7,8,0.47,calm,makeup,before after,serious,True,3.0,question,
https://tiktok.com/v226,sunlight_official,Sunlight,Home Care,2024-02-21,Nano,True,1392256,32,1,angry,5,9,0.19,neutral,laundry tips,vlog,emotional,False,,,
https://tiktok.com/v227,rinso_official,Rinso,Home Care,2024-02-05,Mega,True,555851,59,1,sad,5,16,0.97,calm,dishwashing,before after,funny,True,1.0,curiosity gap,2.48
https://tiktok.com/v228,scarlett_official,Scarlett,Beauty and Wellbeing,2024-02-15,Nano,False,83795,17,3,neutral,2,7,0.43,serious,haircare,vlog,emotional,True,3.0,visual hook,
https://tiktok.com/v229,scarlett_official,Scarlett,Beauty and Wellbeing,2024-04-25,Makro,False,599254,25,0,,0,14,0.34,energetic,makeup,vlog,dramatic,True,1.0,shocking statement,
https://tiktok.com/v230,mama_lemon_official,Mama Lemon,Home Care,2024-06-04,Nano,False,497170,21,2,sad,6,4,0.78,neutral,home fragrance,aesthetic,inspirational,True,1.0,visual hook,2.75
https://tiktok.com/v231,so_klin_official,So Klin,Home Care,2024-03-21,Mikro,False,200370,12,1,angry,2,9,0.75,serious,laundry tips,tutorial,calm,False,,,3.08
https://tiktok.com/v232,so_klin_official,So Klin,Home Care,2024-06-27,Nano,False,207637,47,0,,1,11,0.44,neutral,dishwashing,talking head,calm,True,4.0,shocking statement,
https://tiktok.com/v233,rinso_official,Rinso,Home Care,2024-07-13,Mikro,True,64830,41,0,,4,6,0.75,serious,home fragrance,vlog,serious,True,2.0,visual hook,1.59
https://tiktok.com/v234,make_over_official,Make Over,Beauty and Wellbeing,2024-06-21,Nano,False,2079164,36,1,happy,9,7,0.41,energetic,fragrance,tutorial,emotional,True,5.0,visual hook,
https://tiktok.com/v235,molto_official,Molto,Home Care,2024-07-17,Makro,True,96495,34,1,surprised,7,9,0.42,neutral,home fragrance,vlog,serious,True,2.0,relatable statement,
https://tiktok.com/v236,tresemmé_official,TRESemmé,Beauty and Wellbeing,2024-01-06,Mikro,True,557293,25,2,sad,3,19,0.3,serious,wellness,aesthetic,dramatic,True,4.0,curiosity gap,
https://tiktok.com/v237,pond's_official,Pond's,Beauty and Wellbeing,2024-01-25,Nano,True,2987722,54,3,sad,2,17,0.34,neutral,fragrance,reaction,emotional,True,1.0,shocking statement,
https://tiktok.com/v238,super_pell_official,Super Pell,Home Care,2024-07-09,Mega,True,496707,11,3,sad,6,7,0.17,neutral,dishwashing,aesthetic,serious,True,4.0,shocking statement,
https://tiktok.com/v239,rinso_official,Rinso,Home Care,2024-04-04,Mega,True,220700,18,1,happy,5,11,0.46,serious,dishwashing,before after,calm,True,5.0,visual hook,
https://tiktok.com/v240,wipol_official,Wipol,Home Care,2024-05-04,Mikro,True,866621,43,2,neutral,6,3,0.88,energetic,dishwashing,tutorial,serious,True,4.0,shocking statement,1.52
https://tiktok.com/v241,sunsilk_official,Sunsilk,Beauty and Wellbeing,2024-04-27,Nano,True,180471,6,1,surprised,3,20,0.56,energetic,makeup,vlog,serious,False,,,2.78
https://tiktok.com/v242,super_pell_official,Super Pell,Home Care,2024-04-24,Mikro,True,391747,7,1,sad,2,17,0.94,neutral,cleaning hacks,talking head,funny,True,5.0,relatable statement,3.01
https://tiktok.com/v243,mama_lemon_official,Mama Lemon,Home Care,2024-02-24,Makro,False,257768,42,3,surprised,10,9,0.89,excited,cleaning hacks,vlog,serious,True,5.0,question,3.56
https://tiktok.com/v244,lux_official,Lux,Beauty and Wellbeing,2024-02-22,Mikro,True,98899,39,2,angry,0,4,0.02,,wellness,vlog,dramatic,True,4.0,question,
https://tiktok.com/v245,rinso_official,Rinso,Home Care,2024-01-18,Makro,True,1081860,26,1,happy,9,20,0.09,,cleaning hacks,tutorial,funny,False,,,
https://tiktok.com/v246,tresemmé_official,TRESemmé,Beauty and Wellbeing,2024-01-12,Mega,True,240661,15,1,surprised,9,4,0.02,,wellness,reaction,serious,True,5.0,visual hook,
https://tiktok.com/v247,scarlett_official,Scarlett,Beauty and Wellbeing,2024-07-10,Makro,False,1222663,31,3,happy,1,10,0.77,neutral,wellness,reaction,inspirational,False,,,3.85
https://tiktok.com/v248,vanish_official,Vanish,Home Care,2024-04-14,Nano,False,275952,59,1,happy,9,16,0.3,energetic,home fragrance,storytelling,dramatic,False,,,
https://tiktok.com/v249,mama_lemon_official,Mama Lemon,Home Care,2024-07-12,Mikro,False,148567,46,1,neutral,9,4,0.75,excited,cleaning hacks,talking head,serious,True,1.0,question,3.44
https://tiktok.com/v250,mama_lemon_official,Mama Lemon,Home Care,2024-04-16,Nano,False,680080,15,1,angry,10,20,0.25,excited,laundry tips,storytelling,dramatic,True,4.0,relatable statement,
https://tiktok.com/v251,sunlight_official,Sunlight,Home Care,2024-03-21,Nano,True,6067383,49,1,neutral,2,4,0.65,calm,cleaning hacks,tutorial,serious,True,4.0,shocking statement,1.58
https://tiktok.com/v252,make_over_official,Make Over,Beauty and Wellbeing,2024-02-13,Mega,False,84109,50,2,angry,1,3,0.79,neutral,haircare,before after,calm,True,1.0,shocking statement,1.8
https://tiktok.com/v253,mama_lemon_official,Mama Lemon,Home Care,2024-05-05,Mikro,False,2473665,17,3,surprised,9,17,0.66,calm,cleaning hacks,tutorial,funny,True,1.0,curiosity gap,2.98
https://tiktok.com/v254,scarlett_official,Scarlett,Beauty and Wellbeing,2024-04-22,Nano,False,361053,29,0,,3,6,0.25,serious,wellness,vlog,serious,True,2.0,visual hook,
https://tiktok.com/v255,sunlight_official,Sunlight,Home Care,2024-03-05,Makro,True,941714,44,1,angry,5,10,0.71,neutral,cleaning hacks,before after,emotional,True,2.0,shocking statement,2.11
https://tiktok.com/v256,scarlett_official,Scarlett,Beauty and Wellbeing,2024-02-20,Makro,False,187557,54,1,happy,2,6,0.84,energetic,wellness,tutorial,funny,True,1.0,shocking statement,2.85
https://tiktok.com/v257,vanish_official,Vanish,Home Care,2024-06-16,Mega,False,197222,44,2,surprised,10,10,0.89,neutral,home fragrance,storytelling,dramatic,True,3.0,relatable statement,3.5
https://tiktok.com/v258,dove_official,Dove,Beauty and Wellbeing,2024-01-18,Mikro,True,1974942,24,1,surprised,4,11,0.5,energetic,fragrance,tutorial,serious,False,,,
https://tiktok.com/v259,scarlett_official,Scarlett,Beauty and Wellbeing,2024-02-04,Nano,False,1565801,41,1,angry,2,11,0.83,excited,fragrance,talking head,emotional,True,4.0,question,3.38
https://tiktok.com/v260,tresemmé_official,TRESemmé,Beauty and Wellbeing,2024-04-04,Mikro,True,238445,7,1,neutral,5,18,0.56,serious,skincare,storytelling,inspirational,True,2.0,curiosity gap,3.23
https://tiktok.com/v261,tresemmé_official,TRESemmé,Beauty and Wellbeing,2024-02-04,Mega,True,360123,8,2,surprised,6,12,0.56,calm,makeup,vlog,inspirational,True,3.0,relatable statement,1.56
https://tiktok.com/v262,wipol_official,Wipol,Home Care,2024-02-11,Mikro,True,577592,14,1,surprised,10,20,0.83,neutral,cleaning hacks,storytelling,funny,True,2.0,curiosity gap,2.55
https://tiktok.com/v263,pond's_official,Pond's,Beauty and Wellbeing,2024-03-24,Mikro,True,137109,57,1,surprised,2,11,0.21,energetic,makeup,tutorial,funny,True,3.0,shocking statement,
https://tiktok.com/v264,sunlight_official,Sunlight,Home Care,2024-03-09,Mikro,True,514297,16,1,surprised,6,4,0.83,serious,disinfecting,talking head,emotional,True,4.0,relatable statement,2.07
https://tiktok.com/v265,make_over_official,Make Over,Beauty and Wellbeing,2024-06-11,Mega,False,1182684,9,3,happy,10,15,0.42,calm,fragrance,storytelling,emotional,True,1.0,shocking statement,
https://tiktok.com/v266,molto_official,Molto,Home Care,2024-03-30,Makro,True,848584,26,1,happy,0,19,0.01,,disinfecting,vlog,funny,True,3.0,visual hook,
https://tiktok.com/v267,tresemmé_official,TRESemmé,Beauty and Wellbeing,2024-06-09,Nano,True,304778,60,0,,9,2,0.72,energetic,makeup,vlog,emotional,True,2.0,question,3.81
https://tiktok.com/v268,sunlight_official,Sunlight,Home Care,2024-02-03,Mega,True,205613,47,1,sad,0,9,0.72,neutral,cleaning hacks,storytelling,dramatic,True,1.0,question,3.76
https://tiktok.com/v269,sunsilk_official,Sunsilk,Beauty and Wellbeing,2024-04-02,Nano,True,812281,60,2,angry,5,20,0.64,calm,wellness,talking head,inspirational,False,,,2.22
https://tiktok.com/v270,dove_official,Dove,Beauty and Wellbeing,2024-05-26,Mega,True,811111,16,2,neutral,4,5,0.37,neutral,fragrance,before after,calm,True,3.0,relatable statement,
https://tiktok.com/v271,wipol_official,Wipol,Home Care,2024-01-19,Mega,True,788355,48,1,sad,9,2,0.13,excited,laundry tips,aesthetic,emotional,True,3.0,relatable statement,
https://tiktok.com/v272,mama_lemon_official,Mama Lemon,Home Care,2024-05-16,Mega,False,355488,24,1,neutral,1,13,0.87,neutral,dishwashing,storytelling,inspirational,True,2.0,curiosity gap,3.9
https://tiktok.com/v273,attack_official,Attack,Home Care,2024-06-26,Mikro,False,2792107,31,0,,0,15,0.53,calm,disinfecting,reaction,inspirational,True,4.0,visual hook,2.07
https://tiktok.com/v274,rinso_official,Rinso,Home Care,2024-01-05,Mikro,True,677464,44,1,neutral,4,18,0.63,serious,laundry tips,aesthetic,calm,True,2.0,visual hook,3.62
https://tiktok.com/v275,sunsilk_official,Sunsilk,Beauty and Wellbeing,2024-05-10,Mikro,True,224915,59,1,sad,6,11,0.48,energetic,wellness,talking head,emotional,False,,,
https://tiktok.com/v276,vanish_official,Vanish,Home Care,2024-05-04,Makro,False,236052,36,3,angry,6,3,0.84,neutral,dishwashing,storytelling,funny,True,4.0,curiosity gap,3.6
https://tiktok.com/v277,pantene_official,Pantene,Beauty and Wellbeing,2024-02-25,Makro,False,348306,29,0,,8,17,0.08,,wellness,talking head,emotional,True,4.0,relatable statement,
https://tiktok.com/v278,rinso_official,Rinso,Home Care,2024-07-19,Nano,True,1170424,27,3,neutral,8,5,0.86,energetic,home fragrance,storytelling,emotional,True,1.0,shocking statement,1.79
https://tiktok.com/v279,wardah_official,Wardah,Beauty and Wellbeing,2024-04-10,Mikro,False,310412,38,3,happy,9,6,0.44,excited,fragrance,aesthetic,calm,True,5.0,relatable statement,
https://tiktok.com/v280,wipol_official,Wipol,Home Care,2024-01-09,Mega,True,265062,60,0,,10,11,0.5,neutral,laundry tips,reaction,dramatic,True,2.0,shocking statement,
https://tiktok.com/v281,scarlett_official,Scarlett,Beauty and Wellbeing,2024-02-27,Nano,False,297485,55,1,happy,2,3,0.44,serious,skincare,reaction,inspirational,True,1.0,curiosity gap,
https://tiktok.com/v282,vaseline_official,Vaseline,Beauty and Wellbeing,2024-06-30,Mikro,True,1402218,41,1,neutral,9,3,0.01,,makeup,talking head,serious,True,3.0,curiosity gap,
https://tiktok.com/v283,biore_official,Biore,Beauty and Wellbeing,2024-04-22,Makro,False,109765,46,2,sad,6,6,0.43,energetic,fragrance,vlog,dramatic,True,2.0,shocking statement,
https://tiktok.com/v284,molto_official,Molto,Home Care,2024-05-10,Nano,True,542056,20,2,happy,5,8,0.99,serious,cleaning hacks,before after,emotional,True,1.0,relatable statement,3.87
https://tiktok.com/v285,attack_official,Attack,Home Care,2024-04-11,Mega,False,490199,53,1,sad,10,14,0.75,serious,laundry tips,before after,dramatic,True,5.0,curiosity gap,3.36
https://tiktok.com/v286,scarlett_official,Scarlett,Beauty and Wellbeing,2024-01-29,Nano,False,1258012,18,1,angry,9,8,0.21,excited,haircare,before after,dramatic,True,2.0,shocking statement,
https://tiktok.com/v287,vanish_official,Vanish,Home Care,2024-01-14,Mega,False,262140,40,2,surprised,5,8,0.67,serious,cleaning hacks,vlog,emotional,False,,,2.32
https://tiktok.com/v288,sunsilk_official,Sunsilk,Beauty and Wellbeing,2024-04-28,Mikro,True,354512,51,1,angry,10,15,0.46,serious,wellness,vlog,funny,True,2.0,relatable statement,
https://tiktok.com/v289,dove_official,Dove,Beauty and Wellbeing,2024-06-17,Makro,True,224183,45,1,neutral,4,2,0.53,neutral,fragrance,before after,emotional,True,1.0,shocking statement,1.67
https://tiktok.com/v290,lux_official,Lux,Beauty and Wellbeing,2024-02-22,Nano,True,1687840,44,1,happy,6,4,0.88,serious,makeup,vlog,funny,True,2.0,relatable statement,3.54
https://tiktok.com/v291,molto_official,Molto,Home Care,2024-03-13,Nano,True,363195,28,2,neutral,4,18,0.09,,laundry tips,reaction,emotional,True,5.0,visual hook,
https://tiktok.com/v292,scarlett_official,Scarlett,Beauty and Wellbeing,2024-07-04,Nano,False,1188664,59,0,,7,12,0.75,neutral,makeup,before after,emotional,True,4.0,visual hook,2.89
https://tiktok.com/v293,vaseline_official,Vaseline,Beauty and Wellbeing,2024-06-27,Mega,True,201112,55,2,angry,4,3,0.95,excited,haircare,vlog,dramatic,True,1.0,relatable statement,1.61
https://tiktok.com/v294,tresemmé_official,TRESemmé,Beauty and Wellbeing,2024-07-03,Nano,True,835418,59,1,surprised,4,12,0.97,neutral,wellness,aesthetic,emotional,True,2.0,visual hook,3.93
https://tiktok.com/v295,so_klin_official,So Klin,Home Care,2024-07-03,Nano,False,1238749,9,1,happy,2,13,0.88,excited,dishwashing,tutorial,funny,True,2.0,curiosity gap,3.23
https://tiktok.com/v296,scarlett_official,Scarlett,Beauty and Wellbeing,2024-02-13,Mikro,False,419271,15,2,sad,1,17,0.72,neutral,wellness,reaction,funny,True,3.0,question,1.63
